Ancestors,Class
['Animal'],"('Squirrel', 'Lizard')"
['Animal'],"('Squirrel', 'Mouse')"
['Animal'],"('Squirrel', 'Ostrich')"
['Animal'],"('Squirrel', 'Penguin')"
['Animal'],"('Squirrel', 'Pig')"
['Animal'],"('Squirrel', 'Raven')"
['Animal'],"('Squirrel', 'Rabbit')"
['Animal'],"('Squirrel', 'Scorpion')"
['Animal'],"('Squirrel', 'Snake')"
['Animal'],"('Squirrel', 'Sheep')"
['Animal'],"('Squirrel', 'Worm')"
['Animal'],"('Squirrel', 'Zebra')"
['Animal'],"('Squirrel', 'Monkey')"
['Animal'],"('Squirrel', 'Chicken')"
['Animal'],"('Squirrel', 'Eagle')"
['Animal'],"('Squirrel', 'Owl')"
['Animal'],"('Squirrel', 'Duck')"
['Animal'],"('Squirrel', 'Turtle')"
['Animal'],"('Squirrel', 'Hippopotamus')"
['Animal'],"('Squirrel', 'Crocodile')"
['Animal'],"('Squirrel', 'Spider')"
['Animal'],"('Squirrel', 'Deer')"
['Animal'],"('Squirrel', 'Frog')"
['Animal'],"('Squirrel', 'Elephant')"
['Animal'],"('Squirrel', 'Shark')"
['Animal'],"('Squirrel', 'Porcupine')"
['Animal'],"('Squirrel', 'Canary')"
['Animal'],"('Squirrel', 'Hedgehog')"
['Animal'],"('Squirrel', 'Bull')"
['Animal'],"('Squirrel', 'Antelope')"
['Animal'],"('Squirrel', 'Goose')"
['Animal'],"('Squirrel', 'Mule')"
['Animal'],"('Squirrel', 'Swan')"
['Animal'],"('Squirrel', 'Falcon')"
['Animal'],"('Squirrel', 'Snail')"
['Animal'],"('Squirrel', 'Marine mammal')"
['Animal'],"('Squirrel', 'Parrot')"
['Animal'],"('Squirrel', 'Sparrow')"
['Animal'],"('Squirrel', 'Turkey')"
['Animal'],"('Squirrel', 'Skunk')"
['Animal'],"('Squirrel', 'Rays and skates')"
['Animal'],"('Squirrel', 'Seahorse')"
['Animal'],"('Squirrel', 'Alpaca')"
['Animal'],"('Squirrel', 'Armadillo')"
['Building'],"('Tripod', 'Container')"
['Building'],"('Tripod', 'Ladder')"
['Building'],"('Tripod', 'Toothbrush')"
['Building'],"('Tripod', 'Syringe')"
['Building'],"('Tripod', 'Organ (Musical Instrument)')"
['Building'],"('Tripod', 'Paddle')"
['Building'],"('Tripod', 'Banjo')"
['Building'],"('Tripod', 'Ball')"
['Building'],"('Tripod', 'Surfboard')"
['Building'],"('Tripod', 'Screwdriver')"
['Building'],"('Tripod', 'Drill (Tool)')"
['Building'],"('Tripod', 'Bow and arrow')"
['Building'],"('Tripod', 'Chainsaw')"
['Building'],"('Tripod', 'Wrench')"
['Building'],"('Tripod', 'Flashlight')"
['Building'],"('Tripod', 'Scissors')"
['Building'],"('Tripod', 'Cello')"
['Building'],"('Tripod', 'Cannon')"
['Building'],"('Tripod', 'Hiking equipment')"
['Building'],"('Tripod', 'Drum')"
['Building'],"('Tripod', 'Ratchet (Device)')"
['Building'],"('Tripod', 'Dagger')"
['Building'],"('Tripod', 'Stretcher')"
['Building'],"('Tripod', 'Flying disc')"
['Building'],"('Tripod', 'Treadmill')"
['Building'],"('Tripod', 'French horn')"
['Building'],"('Tripod', 'Guitar')"
['Building'],"('Tripod', 'Baseball bat')"
['Building'],"('Tripod', 'Kitchen utensil')"
['Building'],"('Tripod', 'Stationary bicycle')"
['Building'],"('Tripod', 'Hammer')"
['Building'],"('Tripod', 'Harp')"
['Building'],"('Tripod', 'Harpsichord')"
['Building'],"('Tripod', 'Harmonica')"
['Building'],"('Tripod', 'Scale')"
['Building'],"('Tripod', 'Indoor rower')"
['Building'],"('Tripod', 'Punching bag')"
['Building'],"('Tripod', 'Golf ball')"
['Building'],"('Tripod', 'Dumbbell')"
['Building'],"('Tripod', 'Billiard table')"
['Building'],"('Tripod', 'Snowplow')"
['Building'],"('Tripod', 'Missile')"
['Building'],"('Tripod', 'Mobile phone')"
['Building'],"('Tripod', 'Personal flotation device')"
['Building'],"('Tripod', 'Musical keyboard')"
['Building'],"('Tripod', 'Scoreboard')"
['Building'],"('Tripod', 'Nail (Construction)')"
['Building'],"('Tripod', 'Oboe')"
['Building'],"('Tripod', 'Piano')"
['Building'],"('Tripod', 'Rifle')"
['Building'],"('Tripod', 'Skateboard')"
['Building'],"('Tripod', 'Saxophone')"
['Building'],"('Tripod', 'Shotgun')"
['Building'],"('Tripod', 'Snowboard')"
['Building'],"('Tripod', 'Sword')"
['Building'],"('Tripod', 'Ski')"
['Building'],"('Tripod', 'Stethoscope')"
['Building'],"('Tripod', 'Training bench')"
['Building'],"('Tripod', 'Trombone')"
['Building'],"('Tripod', 'Torch')"
['Building'],"('Tripod', 'Trumpet')"
['Building'],"('Tripod', 'Bowling equipment')"
['Building'],"('Tripod', 'Violin')"
['Building'],"('Tripod', 'Axe')"
['Building'],"('Tripod', 'Horizontal bar')"
['Building'],"('Tripod', 'Bomb')"
['Building'],"('Tripod', 'Parachute')"
['Building'],"('Tripod', 'Chisel')"
['Building'],"('Tripod', 'Camera')"
['Building'],"('Tripod', 'Racket')"
['Building'],"('Tripod', 'Chime')"
['Building'],"('Tripod', 'Handgun')"
['Building'],"('Tripod', 'Grinder')"
['Building'],"('Tripod', 'Corded phone')"
['Building'],"('Tripod', 'Ruler')"
['Building'],"('Tripod', 'Band-aid')"
['Building'],"('Tripod', 'Flute')"
['Building'],"('Tripod', 'Balance beam')"
['Building'],"('Tripod', 'Binoculars')"
['Building'],"('Tripod', 'Accordion')"
['Building'],"('Tripod', 'Maracas')"
['Building'],"('Tripod', 'Helmet')"
['Building'],"('Stethoscope', 'Container')"
['Building'],"('Stethoscope', 'Ladder')"
['Building'],"('Stethoscope', 'Toothbrush')"
['Building'],"('Stethoscope', 'Syringe')"
['Building'],"('Stethoscope', 'Organ (Musical Instrument)')"
['Building'],"('Stethoscope', 'Paddle')"
['Building'],"('Stethoscope', 'Banjo')"
['Building'],"('Stethoscope', 'Ball')"
['Building'],"('Stethoscope', 'Surfboard')"
['Building'],"('Stethoscope', 'Screwdriver')"
['Building'],"('Stethoscope', 'Drill (Tool)')"
['Building'],"('Stethoscope', 'Bow and arrow')"
['Building'],"('Stethoscope', 'Chainsaw')"
['Building'],"('Stethoscope', 'Wrench')"
['Building'],"('Stethoscope', 'Flashlight')"
['Building'],"('Stethoscope', 'Scissors')"
['Building'],"('Stethoscope', 'Cello')"
['Building'],"('Stethoscope', 'Cannon')"
['Building'],"('Stethoscope', 'Hiking equipment')"
['Building'],"('Stethoscope', 'Drum')"
['Building'],"('Stethoscope', 'Ratchet (Device)')"
['Building'],"('Stethoscope', 'Dagger')"
['Building'],"('Stethoscope', 'Stretcher')"
['Building'],"('Stethoscope', 'Flying disc')"
['Building'],"('Stethoscope', 'Treadmill')"
['Building'],"('Stethoscope', 'French horn')"
['Building'],"('Stethoscope', 'Guitar')"
['Building'],"('Stethoscope', 'Baseball bat')"
['Building'],"('Stethoscope', 'Kitchen utensil')"
['Building'],"('Stethoscope', 'Stationary bicycle')"
['Building'],"('Stethoscope', 'Hammer')"
['Building'],"('Stethoscope', 'Harp')"
['Building'],"('Stethoscope', 'Harpsichord')"
['Building'],"('Stethoscope', 'Harmonica')"
['Building'],"('Stethoscope', 'Scale')"
['Building'],"('Stethoscope', 'Indoor rower')"
['Building'],"('Stethoscope', 'Punching bag')"
['Building'],"('Stethoscope', 'Golf ball')"
['Building'],"('Stethoscope', 'Dumbbell')"
['Building'],"('Stethoscope', 'Billiard table')"
['Building'],"('Stethoscope', 'Snowplow')"
['Building'],"('Stethoscope', 'Missile')"
['Building'],"('Stethoscope', 'Mobile phone')"
['Building'],"('Stethoscope', 'Personal flotation device')"
['Building'],"('Stethoscope', 'Musical keyboard')"
['Building'],"('Stethoscope', 'Scoreboard')"
['Building'],"('Stethoscope', 'Nail (Construction)')"
['Building'],"('Stethoscope', 'Oboe')"
['Building'],"('Stethoscope', 'Piano')"
['Building'],"('Stethoscope', 'Rifle')"
['Building'],"('Stethoscope', 'Skateboard')"
['Building'],"('Stethoscope', 'Saxophone')"
['Building'],"('Stethoscope', 'Shotgun')"
['Building'],"('Stethoscope', 'Snowboard')"
['Building'],"('Stethoscope', 'Sword')"
['Building'],"('Stethoscope', 'Ski')"
['Building'],"('Stethoscope', 'Tripod')"
['Building'],"('Stethoscope', 'Training bench')"
['Building'],"('Stethoscope', 'Trombone')"
['Building'],"('Stethoscope', 'Torch')"
['Building'],"('Stethoscope', 'Trumpet')"
['Building'],"('Stethoscope', 'Bowling equipment')"
['Building'],"('Stethoscope', 'Violin')"
['Building'],"('Stethoscope', 'Axe')"
['Building'],"('Stethoscope', 'Horizontal bar')"
['Building'],"('Stethoscope', 'Bomb')"
['Building'],"('Stethoscope', 'Parachute')"
['Building'],"('Stethoscope', 'Chisel')"
['Building'],"('Stethoscope', 'Camera')"
['Building'],"('Stethoscope', 'Racket')"
['Building'],"('Stethoscope', 'Chime')"
['Building'],"('Stethoscope', 'Handgun')"
['Building'],"('Stethoscope', 'Grinder')"
['Building'],"('Stethoscope', 'Corded phone')"
['Building'],"('Stethoscope', 'Ruler')"
['Building'],"('Stethoscope', 'Band-aid')"
['Building'],"('Stethoscope', 'Flute')"
['Building'],"('Stethoscope', 'Balance beam')"
['Building'],"('Stethoscope', 'Binoculars')"
['Building'],"('Stethoscope', 'Accordion')"
['Building'],"('Stethoscope', 'Maracas')"
['Building'],"('Stethoscope', 'Helmet')"
['Vehicle'],"('Submarine', 'Ambulance')"
['Vehicle'],"('Submarine', 'Cart')"
['Vehicle'],"('Submarine', 'Boat')"
['Vehicle'],"('Submarine', 'Bus')"
['Vehicle'],"('Submarine', 'Snowmobile')"
['Vehicle'],"('Submarine', 'Jet ski')"
['Vehicle'],"('Submarine', 'Golf cart')"
['Vehicle'],"('Submarine', 'Motorcycle')"
['Vehicle'],"('Submarine', 'Segway')"
['Vehicle'],"('Submarine', 'Train')"
['Vehicle'],"('Submarine', 'Truck')"
['Vehicle'],"('Submarine', 'Auto part')"
['Vehicle'],"('Submarine', 'Helicopter')"
['Vehicle'],"('Submarine', 'Rocket')"
['Vehicle'],"('Submarine', 'Airplane')"
['Vehicle'],"('Submarine', 'Unicycle')"
['Vehicle'],"('Submarine', 'Car')"
['Vehicle'],"('Submarine', 'Taxi')"
['Vehicle'],"('Submarine', 'Wheelchair')"
['Animal'],"('Scorpion', 'Magpie')"
['Animal'],"('Scorpion', 'Tick')"
['Animal'],"('Scorpion', 'Centipede')"
['Animal'],"('Scorpion', 'Woodpecker')"
['Animal'],"('Scorpion', 'Blue jay')"
['Animal'],"('Scorpion', 'Bat (Animal)')"
['Animal'],"('Scorpion', 'Carnivore')"
['Animal'],"('Scorpion', 'Cattle')"
['Animal'],"('Scorpion', 'Camel')"
['Animal'],"('Scorpion', 'Dinosaur')"
['Animal'],"('Scorpion', 'Giraffe')"
['Animal'],"('Scorpion', 'Rhinoceros')"
['Animal'],"('Scorpion', 'Goldfish')"
['Animal'],"('Scorpion', 'Goat')"
['Animal'],"('Scorpion', 'Marine invertebrates')"
['Animal'],"('Scorpion', 'Horse')"
['Animal'],"('Scorpion', 'Hamster')"
['Animal'],"('Scorpion', 'Insect')"
['Animal'],"('Scorpion', 'Kangaroo')"
['Animal'],"('Scorpion', 'Koala')"
['Animal'],"('Scorpion', 'Lizard')"
['Animal'],"('Scorpion', 'Mouse')"
['Animal'],"('Scorpion', 'Ostrich')"
['Animal'],"('Scorpion', 'Penguin')"
['Animal'],"('Scorpion', 'Pig')"
['Animal'],"('Scorpion', 'Raven')"
['Animal'],"('Scorpion', 'Rabbit')"
['Animal'],"('Scorpion', 'Squirrel')"
['Animal'],"('Scorpion', 'Snake')"
['Animal'],"('Scorpion', 'Sheep')"
['Animal'],"('Scorpion', 'Worm')"
['Animal'],"('Scorpion', 'Zebra')"
['Animal'],"('Scorpion', 'Monkey')"
['Animal'],"('Scorpion', 'Chicken')"
['Animal'],"('Scorpion', 'Eagle')"
['Animal'],"('Scorpion', 'Owl')"
['Animal'],"('Scorpion', 'Duck')"
['Animal'],"('Scorpion', 'Turtle')"
['Animal'],"('Scorpion', 'Hippopotamus')"
['Animal'],"('Scorpion', 'Crocodile')"
['Animal'],"('Scorpion', 'Spider')"
['Animal'],"('Scorpion', 'Deer')"
['Animal'],"('Scorpion', 'Frog')"
['Animal'],"('Scorpion', 'Elephant')"
['Animal'],"('Scorpion', 'Shark')"
['Animal'],"('Scorpion', 'Porcupine')"
['Animal'],"('Scorpion', 'Canary')"
['Animal'],"('Scorpion', 'Hedgehog')"
['Animal'],"('Scorpion', 'Bull')"
['Animal'],"('Scorpion', 'Antelope')"
['Animal'],"('Scorpion', 'Goose')"
['Animal'],"('Scorpion', 'Mule')"
['Animal'],"('Scorpion', 'Swan')"
['Animal'],"('Scorpion', 'Falcon')"
['Animal'],"('Scorpion', 'Snail')"
['Animal'],"('Scorpion', 'Marine mammal')"
['Animal'],"('Scorpion', 'Parrot')"
['Animal'],"('Scorpion', 'Sparrow')"
['Animal'],"('Scorpion', 'Turkey')"
['Animal'],"('Scorpion', 'Skunk')"
['Animal'],"('Scorpion', 'Rays and skates')"
['Animal'],"('Scorpion', 'Seahorse')"
['Animal'],"('Scorpion', 'Alpaca')"
['Animal'],"('Scorpion', 'Armadillo')"
['Vehicle'],"('Segway', 'Ambulance')"
['Vehicle'],"('Segway', 'Cart')"
['Vehicle'],"('Segway', 'Boat')"
['Vehicle'],"('Segway', 'Bus')"
['Vehicle'],"('Segway', 'Snowmobile')"
['Vehicle'],"('Segway', 'Jet ski')"
['Vehicle'],"('Segway', 'Golf cart')"
['Vehicle'],"('Segway', 'Motorcycle')"
['Vehicle'],"('Segway', 'Submarine')"
['Vehicle'],"('Segway', 'Train')"
['Vehicle'],"('Segway', 'Truck')"
['Vehicle'],"('Segway', 'Auto part')"
['Vehicle'],"('Segway', 'Helicopter')"
['Vehicle'],"('Segway', 'Rocket')"
['Vehicle'],"('Segway', 'Airplane')"
['Vehicle'],"('Segway', 'Unicycle')"
['Vehicle'],"('Segway', 'Car')"
['Vehicle'],"('Segway', 'Taxi')"
['Vehicle'],"('Segway', 'Wheelchair')"
['Building'],"('Training bench', 'Container')"
['Building'],"('Training bench', 'Ladder')"
['Building'],"('Training bench', 'Toothbrush')"
['Building'],"('Training bench', 'Syringe')"
['Building'],"('Training bench', 'Organ (Musical Instrument)')"
['Building'],"('Training bench', 'Paddle')"
['Building'],"('Training bench', 'Banjo')"
['Building'],"('Training bench', 'Ball')"
['Building'],"('Training bench', 'Surfboard')"
['Building'],"('Training bench', 'Screwdriver')"
['Building'],"('Training bench', 'Drill (Tool)')"
['Building'],"('Training bench', 'Bow and arrow')"
['Building'],"('Training bench', 'Chainsaw')"
['Building'],"('Training bench', 'Wrench')"
['Building'],"('Training bench', 'Flashlight')"
['Building'],"('Training bench', 'Scissors')"
['Building'],"('Training bench', 'Cello')"
['Building'],"('Training bench', 'Cannon')"
['Building'],"('Training bench', 'Hiking equipment')"
['Building'],"('Training bench', 'Drum')"
['Building'],"('Training bench', 'Ratchet (Device)')"
['Building'],"('Training bench', 'Dagger')"
['Building'],"('Training bench', 'Stretcher')"
['Building'],"('Training bench', 'Flying disc')"
['Building'],"('Training bench', 'Treadmill')"
['Building'],"('Training bench', 'French horn')"
['Building'],"('Training bench', 'Guitar')"
['Building'],"('Training bench', 'Baseball bat')"
['Building'],"('Training bench', 'Kitchen utensil')"
['Building'],"('Training bench', 'Stationary bicycle')"
['Building'],"('Training bench', 'Hammer')"
['Building'],"('Training bench', 'Harp')"
['Building'],"('Training bench', 'Harpsichord')"
['Building'],"('Training bench', 'Harmonica')"
['Building'],"('Training bench', 'Scale')"
['Building'],"('Training bench', 'Indoor rower')"
['Building'],"('Training bench', 'Punching bag')"
['Building'],"('Training bench', 'Golf ball')"
['Building'],"('Training bench', 'Dumbbell')"
['Building'],"('Training bench', 'Billiard table')"
['Building'],"('Training bench', 'Snowplow')"
['Building'],"('Training bench', 'Missile')"
['Building'],"('Training bench', 'Mobile phone')"
['Building'],"('Training bench', 'Personal flotation device')"
['Building'],"('Training bench', 'Musical keyboard')"
['Building'],"('Training bench', 'Scoreboard')"
['Building'],"('Training bench', 'Nail (Construction)')"
['Building'],"('Training bench', 'Oboe')"
['Building'],"('Training bench', 'Piano')"
['Building'],"('Training bench', 'Rifle')"
['Building'],"('Training bench', 'Skateboard')"
['Building'],"('Training bench', 'Saxophone')"
['Building'],"('Training bench', 'Shotgun')"
['Building'],"('Training bench', 'Snowboard')"
['Building'],"('Training bench', 'Sword')"
['Building'],"('Training bench', 'Ski')"
['Building'],"('Training bench', 'Tripod')"
['Building'],"('Training bench', 'Stethoscope')"
['Building'],"('Training bench', 'Trombone')"
['Building'],"('Training bench', 'Torch')"
['Building'],"('Training bench', 'Trumpet')"
['Building'],"('Training bench', 'Bowling equipment')"
['Building'],"('Training bench', 'Violin')"
['Building'],"('Training bench', 'Axe')"
['Building'],"('Training bench', 'Horizontal bar')"
['Building'],"('Training bench', 'Bomb')"
['Building'],"('Training bench', 'Parachute')"
['Building'],"('Training bench', 'Chisel')"
['Building'],"('Training bench', 'Camera')"
['Building'],"('Training bench', 'Racket')"
['Building'],"('Training bench', 'Chime')"
['Building'],"('Training bench', 'Handgun')"
['Building'],"('Training bench', 'Grinder')"
['Building'],"('Training bench', 'Corded phone')"
['Building'],"('Training bench', 'Ruler')"
['Building'],"('Training bench', 'Band-aid')"
['Building'],"('Training bench', 'Flute')"
['Building'],"('Training bench', 'Balance beam')"
['Building'],"('Training bench', 'Binoculars')"
['Building'],"('Training bench', 'Accordion')"
['Building'],"('Training bench', 'Maracas')"
['Building'],"('Training bench', 'Helmet')"
['Animal'],"('Snake', 'Magpie')"
['Animal'],"('Snake', 'Tick')"
['Animal'],"('Snake', 'Centipede')"
['Animal'],"('Snake', 'Woodpecker')"
['Animal'],"('Snake', 'Blue jay')"
['Animal'],"('Snake', 'Bat (Animal)')"
['Animal'],"('Snake', 'Carnivore')"
['Animal'],"('Snake', 'Cattle')"
['Animal'],"('Snake', 'Camel')"
['Animal'],"('Snake', 'Dinosaur')"
['Animal'],"('Snake', 'Giraffe')"
['Animal'],"('Snake', 'Rhinoceros')"
['Animal'],"('Snake', 'Goldfish')"
['Animal'],"('Snake', 'Goat')"
['Animal'],"('Snake', 'Marine invertebrates')"
['Animal'],"('Snake', 'Horse')"
['Animal'],"('Snake', 'Hamster')"
['Animal'],"('Snake', 'Insect')"
['Animal'],"('Snake', 'Kangaroo')"
['Animal'],"('Snake', 'Koala')"
['Animal'],"('Snake', 'Lizard')"
['Animal'],"('Snake', 'Mouse')"
['Animal'],"('Snake', 'Ostrich')"
['Animal'],"('Snake', 'Penguin')"
['Animal'],"('Snake', 'Pig')"
['Animal'],"('Snake', 'Raven')"
['Animal'],"('Snake', 'Rabbit')"
['Animal'],"('Snake', 'Squirrel')"
['Animal'],"('Snake', 'Scorpion')"
['Animal'],"('Snake', 'Sheep')"
['Animal'],"('Snake', 'Worm')"
['Animal'],"('Snake', 'Zebra')"
['Animal'],"('Snake', 'Monkey')"
['Animal'],"('Snake', 'Chicken')"
['Animal'],"('Snake', 'Eagle')"
['Animal'],"('Snake', 'Owl')"
['Animal'],"('Snake', 'Duck')"
['Animal'],"('Snake', 'Turtle')"
['Animal'],"('Snake', 'Hippopotamus')"
['Animal'],"('Snake', 'Crocodile')"
['Animal'],"('Snake', 'Spider')"
['Animal'],"('Snake', 'Deer')"
['Animal'],"('Snake', 'Frog')"
['Animal'],"('Snake', 'Elephant')"
['Animal'],"('Snake', 'Shark')"
['Animal'],"('Snake', 'Porcupine')"
['Animal'],"('Snake', 'Canary')"
['Animal'],"('Snake', 'Hedgehog')"
['Animal'],"('Snake', 'Bull')"
['Animal'],"('Snake', 'Antelope')"
['Animal'],"('Snake', 'Goose')"
['Animal'],"('Snake', 'Mule')"
['Animal'],"('Snake', 'Swan')"
['Animal'],"('Snake', 'Falcon')"
['Animal'],"('Snake', 'Snail')"
['Animal'],"('Snake', 'Marine mammal')"
['Animal'],"('Snake', 'Parrot')"
['Animal'],"('Snake', 'Sparrow')"
['Animal'],"('Snake', 'Turkey')"
['Animal'],"('Snake', 'Skunk')"
['Animal'],"('Snake', 'Rays and skates')"
['Animal'],"('Snake', 'Seahorse')"
['Animal'],"('Snake', 'Alpaca')"
['Animal'],"('Snake', 'Armadillo')"
['Furniture'],"('Coffee table', 'Studio couch')"
['Furniture'],"('Coffee table', 'Sofa bed')"
['Furniture'],"('Coffee table', 'Infant bed')"
['Furniture'],"('Coffee table', 'Loveseat')"
['Furniture'],"('Coffee table', 'Kitchen & dining room table')"
['Animal'],"('Sheep', 'Magpie')"
['Animal'],"('Sheep', 'Tick')"
['Animal'],"('Sheep', 'Centipede')"
['Animal'],"('Sheep', 'Woodpecker')"
['Animal'],"('Sheep', 'Blue jay')"
['Animal'],"('Sheep', 'Bat (Animal)')"
['Animal'],"('Sheep', 'Carnivore')"
['Animal'],"('Sheep', 'Cattle')"
['Animal'],"('Sheep', 'Camel')"
['Animal'],"('Sheep', 'Dinosaur')"
['Animal'],"('Sheep', 'Giraffe')"
['Animal'],"('Sheep', 'Rhinoceros')"
['Animal'],"('Sheep', 'Goldfish')"
['Animal'],"('Sheep', 'Goat')"
['Animal'],"('Sheep', 'Marine invertebrates')"
['Animal'],"('Sheep', 'Horse')"
['Animal'],"('Sheep', 'Hamster')"
['Animal'],"('Sheep', 'Insect')"
['Animal'],"('Sheep', 'Kangaroo')"
['Animal'],"('Sheep', 'Koala')"
['Animal'],"('Sheep', 'Lizard')"
['Animal'],"('Sheep', 'Mouse')"
['Animal'],"('Sheep', 'Ostrich')"
['Animal'],"('Sheep', 'Penguin')"
['Animal'],"('Sheep', 'Pig')"
['Animal'],"('Sheep', 'Raven')"
['Animal'],"('Sheep', 'Rabbit')"
['Animal'],"('Sheep', 'Squirrel')"
['Animal'],"('Sheep', 'Scorpion')"
['Animal'],"('Sheep', 'Snake')"
['Animal'],"('Sheep', 'Worm')"
['Animal'],"('Sheep', 'Zebra')"
['Animal'],"('Sheep', 'Monkey')"
['Animal'],"('Sheep', 'Chicken')"
['Animal'],"('Sheep', 'Eagle')"
['Animal'],"('Sheep', 'Owl')"
['Animal'],"('Sheep', 'Duck')"
['Animal'],"('Sheep', 'Turtle')"
['Animal'],"('Sheep', 'Hippopotamus')"
['Animal'],"('Sheep', 'Crocodile')"
['Animal'],"('Sheep', 'Spider')"
['Animal'],"('Sheep', 'Deer')"
['Animal'],"('Sheep', 'Frog')"
['Animal'],"('Sheep', 'Elephant')"
['Animal'],"('Sheep', 'Shark')"
['Animal'],"('Sheep', 'Porcupine')"
['Animal'],"('Sheep', 'Canary')"
['Animal'],"('Sheep', 'Hedgehog')"
['Animal'],"('Sheep', 'Bull')"
['Animal'],"('Sheep', 'Antelope')"
['Animal'],"('Sheep', 'Goose')"
['Animal'],"('Sheep', 'Mule')"
['Animal'],"('Sheep', 'Swan')"
['Animal'],"('Sheep', 'Falcon')"
['Animal'],"('Sheep', 'Snail')"
['Animal'],"('Sheep', 'Marine mammal')"
['Animal'],"('Sheep', 'Parrot')"
['Animal'],"('Sheep', 'Sparrow')"
['Animal'],"('Sheep', 'Turkey')"
['Animal'],"('Sheep', 'Skunk')"
['Animal'],"('Sheep', 'Rays and skates')"
['Animal'],"('Sheep', 'Seahorse')"
['Animal'],"('Sheep', 'Alpaca')"
['Animal'],"('Sheep', 'Armadillo')"
['Building'],"('Trombone', 'Container')"
['Building'],"('Trombone', 'Ladder')"
['Building'],"('Trombone', 'Toothbrush')"
['Building'],"('Trombone', 'Syringe')"
['Building'],"('Trombone', 'Organ (Musical Instrument)')"
['Building'],"('Trombone', 'Paddle')"
['Building'],"('Trombone', 'Banjo')"
['Building'],"('Trombone', 'Ball')"
['Building'],"('Trombone', 'Surfboard')"
['Building'],"('Trombone', 'Screwdriver')"
['Building'],"('Trombone', 'Drill (Tool)')"
['Building'],"('Trombone', 'Bow and arrow')"
['Building'],"('Trombone', 'Chainsaw')"
['Building'],"('Trombone', 'Wrench')"
['Building'],"('Trombone', 'Flashlight')"
['Building'],"('Trombone', 'Scissors')"
['Building'],"('Trombone', 'Cello')"
['Building'],"('Trombone', 'Cannon')"
['Building'],"('Trombone', 'Hiking equipment')"
['Building'],"('Trombone', 'Drum')"
['Building'],"('Trombone', 'Ratchet (Device)')"
['Building'],"('Trombone', 'Dagger')"
['Building'],"('Trombone', 'Stretcher')"
['Building'],"('Trombone', 'Flying disc')"
['Building'],"('Trombone', 'Treadmill')"
['Building'],"('Trombone', 'French horn')"
['Building'],"('Trombone', 'Guitar')"
['Building'],"('Trombone', 'Baseball bat')"
['Building'],"('Trombone', 'Kitchen utensil')"
['Building'],"('Trombone', 'Stationary bicycle')"
['Building'],"('Trombone', 'Hammer')"
['Building'],"('Trombone', 'Harp')"
['Building'],"('Trombone', 'Harpsichord')"
['Building'],"('Trombone', 'Harmonica')"
['Building'],"('Trombone', 'Scale')"
['Building'],"('Trombone', 'Indoor rower')"
['Building'],"('Trombone', 'Punching bag')"
['Building'],"('Trombone', 'Golf ball')"
['Building'],"('Trombone', 'Dumbbell')"
['Building'],"('Trombone', 'Billiard table')"
['Building'],"('Trombone', 'Snowplow')"
['Building'],"('Trombone', 'Missile')"
['Building'],"('Trombone', 'Mobile phone')"
['Building'],"('Trombone', 'Personal flotation device')"
['Building'],"('Trombone', 'Musical keyboard')"
['Building'],"('Trombone', 'Scoreboard')"
['Building'],"('Trombone', 'Nail (Construction)')"
['Building'],"('Trombone', 'Oboe')"
['Building'],"('Trombone', 'Piano')"
['Building'],"('Trombone', 'Rifle')"
['Building'],"('Trombone', 'Skateboard')"
['Building'],"('Trombone', 'Saxophone')"
['Building'],"('Trombone', 'Shotgun')"
['Building'],"('Trombone', 'Snowboard')"
['Building'],"('Trombone', 'Sword')"
['Building'],"('Trombone', 'Ski')"
['Building'],"('Trombone', 'Tripod')"
['Building'],"('Trombone', 'Stethoscope')"
['Building'],"('Trombone', 'Training bench')"
['Building'],"('Trombone', 'Torch')"
['Building'],"('Trombone', 'Trumpet')"
['Building'],"('Trombone', 'Bowling equipment')"
['Building'],"('Trombone', 'Violin')"
['Building'],"('Trombone', 'Axe')"
['Building'],"('Trombone', 'Horizontal bar')"
['Building'],"('Trombone', 'Bomb')"
['Building'],"('Trombone', 'Parachute')"
['Building'],"('Trombone', 'Chisel')"
['Building'],"('Trombone', 'Camera')"
['Building'],"('Trombone', 'Racket')"
['Building'],"('Trombone', 'Chime')"
['Building'],"('Trombone', 'Handgun')"
['Building'],"('Trombone', 'Grinder')"
['Building'],"('Trombone', 'Corded phone')"
['Building'],"('Trombone', 'Ruler')"
['Building'],"('Trombone', 'Band-aid')"
['Building'],"('Trombone', 'Flute')"
['Building'],"('Trombone', 'Balance beam')"
['Building'],"('Trombone', 'Binoculars')"
['Building'],"('Trombone', 'Accordion')"
['Building'],"('Trombone', 'Maracas')"
['Building'],"('Trombone', 'Helmet')"
"['Building', 'Vehicle']","('Tank', 'Bicycle')"
['Building'],"('Torch', 'Container')"
['Building'],"('Torch', 'Ladder')"
['Building'],"('Torch', 'Toothbrush')"
['Building'],"('Torch', 'Syringe')"
['Building'],"('Torch', 'Organ (Musical Instrument)')"
['Building'],"('Torch', 'Paddle')"
['Building'],"('Torch', 'Banjo')"
['Building'],"('Torch', 'Ball')"
['Building'],"('Torch', 'Surfboard')"
['Building'],"('Torch', 'Screwdriver')"
['Building'],"('Torch', 'Drill (Tool)')"
['Building'],"('Torch', 'Bow and arrow')"
['Building'],"('Torch', 'Chainsaw')"
['Building'],"('Torch', 'Wrench')"
['Building'],"('Torch', 'Flashlight')"
